id;country;description;developed;name;parent;published;start_date
11440;;;;Softlore Corporation;;{25614};
11441;;;{13887};Beck-Tech;;;
11442;;;;Ideologic S.A.;;{25782, 15271};
11443;;;{25627};Atomic Fabrik;;{29284};
11444;;;{25629};BeastCarving Studio;;;
11445;;;;MoGi Group;;;
11446;;;;Founders Fund;;;
11447;;;;Prague FILMharmonic Orchestra;;;
11448;;;;Regulus Sound Productions;;;
11449;;;;Signal Space;;;
11450;;;;Solid Air;;;
11451;;;;GlobalWay;;;
11452;;;;Jiali Flourishing Age Cultural Communication;;;
11453;;;;VGLOC Localization Studios;;;
11454;;;;Freddie Georges Production Group;;;
11455;;;;Orchard Recording Studios;;;
11456;;;;Shiva;;;
11457;;;;Hamar Game Collective;;;
11458;;;;Norwegian Film Institute;;;
11459;;;;Innovation Norway;;;
11460;;;;Scienart Media;;;
11461;;;;Gamejolt.com;;;
11462;;;;GamesJamKanobu;;;
11463;;;;DevGamm;;;
11464;;;;CasualConnect;;;
11465;;;;Mysticsage;;;
11466;;;;Midway Newcastle;;;
11467;;;;Midway San Diego;;;
11468;;;;SQS India QA;;;
11469;;;;GameOnAudio;;;
11470;;;;Seed Studio West;;;
11471;;;;Immeractive;;;
11472;;;;Midway Austin;;;
11473;;;;Midway Seattle;;;
11474;;;;Pistachio Productions;;;
11475;;;;Chicago Comedy Co.;;;
11476;;;;Virtuos Games;;;
11477;;;;Aaron Sowd Productions;;;
11478;;;;Above Beyond Artists;;;
11479;;;;Vision Games Publishing;;{16745, 19394, 26523, 27103};
11480;;;{25671};A.N.A.L.O.G. Software;;;
11481;;;{65569, 36581, 25674, 75117, 13809, 47187, 15348, 12244, 54710, 100119, 13848};Cosmi Corporation;;{14880, 39776, 39777, 65569, 65571, 26213, 36581, 25674, 75117, 13809, 47187, 15348, 12244, 54710, 100119, 13848};
11482;;;{25678};Squeaky Wheel;;;
11483;;;{25686};Uzumeya;;{25686};
11484;;;{25687};Shiisanmei;;{25687};
11485;;;;Merlin Software U.K.;;{25688, 12479, 2951};
11486;;;{25689, 33465};Inu to Neko;;{25689};
11487;;;{25691};Computersmiths;;{25691};
11488;;;{25693, 36583};Paradigm Creators, Inc.;;;
11489;;;{25695};TRU FUN Entertainment;;;
11490;;;;Addison-Wesley Publishing Company, Inc.;;{10800, 10798, 10799};
11491;;;{25700};Greenwood Entertainment;;;
11492;;;;BitAura;;{25703};
11493;;;{25706};RedCap;;;
11494;276;Honig Studios is an award-winning, Emmy-nominated production company consisting of developers, designers, strategists, writers, digital producers and film producers working together to create innovative interactive experiences and intellectual properties.  We know what makes a good story. And what breaks it.  Although we are digitally minded, we’ve created and produced TV shows, web experiences, online shows, mobile experiences, games, interactive installations and visual identities;{25227};Honig Studios;;;
11495;;;{25707};Prototype Games GbR;;{25707};
11496;;;{25709};LIFE0;;{25709};
11497;;;{25710};Muzintou;;{25710};
11498;;;;Creative Sparks;;{25731, 37069, 25711, 25712, 25915};
11499;;;{25567};Dopterra;;;
11500;;;{25713};Matt Hooper;;;
11501;;;{25714};Forward Development, Ltd.;;;
11502;;;;Forward Global Group, Ltd.;;{25714};
11503;;;{25716, 27334};Konstructors;;;
11504;;;{25717};Mofoblitz Studios;;{25717};
11505;;;{25720};Lightning Rock;;{25720, 19028};
11506;;;{39085};Anirog Software Ltd.;;{26245, 25722, 13835, 26027, 39085, 36654, 76249, 25721, 13978, 25918};
11507;;;{15240, 74883, 66508, 36566};Anco Software Ltd.;;{74883, 25722, 15240, 51466, 54554, 36566, 13978, 39742};
11508;;;;Thor;;{25724, 25725, 25726};
11509;;;{25729};Slavitica;;{25729};
11510;276;;;arioloasoft GmbH;;{26017, 26458, 15236};
11511;;;{15236};CCD;;;
11512;;;{26420};Computer Rentals Limited;;{25730, 26420};
11513;;;;Beyond;;{12992, 26466, 25733, 25798, 14055, 13034, 26413, 25749, 28854, 28857, 13979};
11514;;;{25734};Numbat Logic;;{25734};
11515;;;{25735};bool games;;{25735};
11516;;;{25740};drin kadriu;;;
11517;;;{25744};Pro Media Now;;{25744};
11518;;;{74563, 25747, 120501, 41821, 41822};Design Factory;1956;;
11519;;;{25748};Aliasing Games;;{25748};
11520;;;;Legend;;{23053};
11521;250;Game designer &amp  developper _________  ► Love the 64 bit era and weird gameplay ideas. ► Participate in a lot of game jams. ► Work alone or with friends;{25751, 25752, 25753, 25754, 25755, 25756, 25757, 25758, 25759, 25760, 25762, 25763, 25764, 25765, 25766, 25767, 25768, 25769, 25770, 25771};Taldius;;;2015-01-15 00:00:00
11522;;;{21564};Fugitive Games;;;
11523;;;;FILMharmonic Orchestra and Choir;;;
11524;;;;CNSO Studio No. 1;;;
11525;;;;Big Al Productions;;;
11526;;;;Center of the Universe;;;
11527;;;;Shoreline Studios;;;
11528;;;;Destination Design;;;
11529;;;;Agile Entertainment;;;
11530;;;{7696, 7697, 14600, 41069};Evryware;;;
11531;;;{25776};Lucy Blundell;;;
11532;;;;Kinmoku;;{25776};
11533;;;{25780};Motivated Software;;{25780};
11534;;;{12250, 122627, 13813};Dale Disharoon, Inc.;;;
11535;;;{25782};Byron Preiss Video Productions, Inc.;;;
11536;;;{25786};Absolute Zero Inc.;;{25786};
11537;;;{25787, 121539, 36966};Rasul Mono;;{121539, 36966};
11538;;;;Efimov Max;;{25787};
11539;;;{110386, 25788, 81935};Yunus Ayyildiz;;{34072, 110386, 25788, 81935};
11540;;;{25789};Anton Riot;;{25789};
11541;;;{74526, 25791};Move Games Co., Ltd.;;{74526, 28255, 25791};
11542;;;{25793};Lucie Viatge;;{25793};
11543;;;{22590};Sierra Online Shanghai;;;
11544;;;{28705, 25797};Progressive Peripherals & Software;;{25797, 25815};
11545;;;{25736};Onteca;;{25736, 62475, 51101};
11546;;;{25803};Spaces of Play UG;;{25803};
11547;;;;se;;;
11548;;;;Artworx;;{26220, 25805, 25830};
11549;;;;Mogul Communications;;{25806};
11550;;;{25816, 24557};KintoGames;;{25816, 24557};
11551;;;{25816, 35442};Dolores Entertainment;;{25816, 35442, 36795, 31557};
11552;;;{25818};Simutrek;;{25818};
11553;276;;{25812};Mooneye Studios;;{25812};
11554;;;{25820};SE Software;;;
11555;;;{25829};Valadon Automation;;{25829};
11556;826;;{23057, 7851};Ashby Computers and Graphics Ltd.;;;
11557;;;{14013, 28565};New Generation Software Ltd.;;{14013, 28565};
11558;;;{25837};Skookum Arts;;{25837};
11559;;;;The Isle Development Team;;;
11560;;;{25845};Rage Monster Games;;;
11561;;;{25847};Vaclav Hudec;;;
11562;;;{25848, 74983};Insanity Games;;{30945, 74983};
11563;840;;{25849};Cosmo D Studios;;;
11564;;;{27752, 25850, 33509};Buka Game Studio;;;
11565;;;;PQube Limited - duplicate;;;
11566;;;{25851};Brad Moore;;;
11567;;;{10835};Gamecrafter;;;
11568;;;;SAMS;;{25852};
11569;;;;Games Machine Ltd.;;{25854};
11570;;;;Perilous Orbit;;{25855};
11571;;;{25858};Gumby Bitworks;;;
11572;;;{25872};Bronz;;;
11573;;;{25873};Starlux Games;;;
11575;;;{25879};Kodiak Games;;;
11576;;;{25874};DK Productions;;{25874};
11577;;;{25885};Seibu Denshi;;{25885};
11578;;;;Electric Transit, Inc.;;{25888, 28715};
11579;;;{25896, 26220};Fanda;;;
11580;;;{25897};Axis Komputerkunst;;;
11581;;;{26287};Domark Ltd.;;{12192, 11905, 1634, 12867, 44099, 26117, 12134, 12871, 54595, 26287, 12370, 12022, 13081, 25914, 12732, 13503};
11582;;;;Bothtec, Inc.;;{14424, 2890, 8667, 75856};
11583;;;;ag;;;
11584;;;{25905};Team Crybabies;;;
11585;;;{25906, 109402, 33471};Targon Studios;;{109402};
11586;;;{57171};Oculus Studios;;{122592, 24833, 37091, 72520, 26988, 96397, 23955, 25908, 24917, 51411, 57171, 118872, 75993, 72763, 103260, 117277, 115031, 56511};
11587;;;{25909};Dark/Star Factory;;{25909};
11588;36;;{25910};Gritfish;;;
11589;;;;Green Stripe Snake;;{35001, 25910};
11590;;;{25913, 23430};Pentavision;;{25913, 42700, 23430};
11591;;;{25914};Andromeda, Concept Marketing;;;
11592;;;{71585, 12962, 31187, 74873, 25915};Oxford Digital Enterprises Ltd.;;;
11593;;;{120659};Interceptor Software;;{12162, 26001, 36915, 13876, 36565, 13014, 120659, 14136, 45243, 25917};
11594;;;{25919};MobiArt Games;;;
11595;;;{25927};Double Hit Games;;{25927};
11596;840;Were an aspiring Indie Game Development Studio currently working developing our first official game release. We also have tons of plans for other ideas with working on some other unique ideas we have for future game projects and we want to share it with everyone because this is what we absolutely love to do!;{25937};SkyWolf Games;;{25937};2014-08-29 00:00:00
11597;;;{25940};Kelkafa Studios;;{25940, 35366};
11598;826;;{25940, 29039};Cardboard Sword;;;
11599;;;{25940};Jetstone Studios;;;
11600;;;{25942};Designer Software;;;
11601;276;We are Fabian and Darius Rückert, two brothers that share a passion for games. We worked on Redie for one and a half years and are planning to release on December 1st 2016. Based in Möhrendorf, Germany;{25954};Rückert Broductions;;{25954};
11602;;;;Asgard Software;;{1950};
11603;;;{2423};Paradise Programmin;;;
11604;;;{25962};MerixGames;;{25962};
11605;;;{121571, 25903};Screeps;;{121571, 25903};
11606;;;{25963};Corey Hardman;;{25963};
11607;;;{25964};Shanghai FantaBlade Network Technology Co., Ltd.;;;
11608;;;;X.D. Network Inc.;;{5025, 25964, 86316, 121203, 107898, 75263};
11609;;;{12933, 38920, 40936, 26348, 25966, 28563, 46899, 22517, 36860};Mr Chip Software;;{12951};
11610;;;{25978, 28708, 44124};SSG Strategic Studies Group Pty Ltd. - duplicate;;{25978, 28708, 44124};
11611;752;We are a small game company based in Sweden, and we love new technology. Carry Castle was born from our great passion for playing and making games. We want to share that with you.;{28132, 107204, 25980};Carry Castle;;{107204};2016-12-31 00:00:00
11612;;;;Ankluas;;;
11613;;;;Argus Press Software Ltd.;;{28484, 25994, 41036, 31187, 37299, 38744};
11614;;;{25994};Concept Software Ltd.;;;
11615;;;{14023, 12042, 13613, 13877, 13304, 72444};Vortex Software;;{13304, 13877, 14023};
11616;;;{26004};Rinberd;;{26004};
11617;;;{12268, 6127};Action Graphics, Inc.;;;
11618;;;{11992, 54519, 28470, 13271};Realtime Games Software Ltd.;;{28470, 13271};
11619;;;{26010};Suminell Studios;;{26010};
11620;;;{26012};Z-Axis Ltd.;;;
11621;;;{26017, 26301};The Electronic Pencil Co. Ltd.;;;
11622;;;;Century Communications;;{26017};
11623;;;;Hutchinson Computer Publishing;;{26017};
11624;;;;Ultra Software Corporation;;{3816, 8825, 1980, 9231};
11625;;;{26019, 71059};Micromosaics;;;
11626;;;;Realtech VR;;;
11627;;;{26028};Arena Graphics;;;
11628;;;{26032};Carl Burton;;;
11629;;;;Carlburton Llc;;{26032};
11630;;;{26115, 26132, 26133, 26134, 20728};UEP Systems;;{20728, 26115, 26134};
11631;;;{26117};Softstone Ltd.;;;
11632;;;{26118};Century Electronics;;{26118};
11633;;;;Fireball Software Limited;;{26118};
11634;;;;Tomo Soft International;;{26118};
11635;752;;{26121, 38787};SVRVIVE Studios;;{26121};
11636;;;{20347, 111933, 120150};Anarchy Enterprises;;{30980, 32359, 34472, 32874, 35691, 35183, 120150, 35065, 34395, 20347, 111933};
11637;;;{26122};Snail-Ninja Studio;;{26122, 34550};
11638;;;;CrossFunction;;{11215};
11639;;;{26123, 81907, 34934, 102906, 59228};Devdan Games;;{26123, 81907, 34934, 102906, 59228};
11640;;;{26126};ISD;;;
11641;;;{26127};Ninja Nezumi Productions, L.L.C.;;{26127};
11642;;;{118770, 10483};NeocoreGames;;{27680, 118770};
11643;;;;Tectonic VR;;{26140};
11644;;;{57676, 79687, 26143};SingleTrac;;;
11645;;;;GameFlare.com;;;
11646;;;;Databyte;;{44081, 12772, 12773, 55150};
11647;;;;The English Software Company;;{13632, 36865, 26437, 26149, 55030, 41119};
11648;;;{26150};Severn Software;;;
11649;;;{26151};Ciro Studios;;{26151};
11650;;;;Game Designers Workshop;;{26152};
11651;;;{26152};Worlds to Conquer, Inc.;;;
11652;;;{26159};Fatesjoke Studios;;{26159};
11653;;;{26160};Duang! Games, LLC;;{26160};
11654;;;{26162};Chario Games;;;
11655;124;Educational and Islamic game development. Visit us at Deengames.com to see our stuff.;{26792, 26827, 26164};Deen Games;;{26827};
11656;124;Phoenix Labs is an independent game studio located in the heart of picturesque Vancouver, B.C. We were co-founded in 2014 by Jesse Houston, Sean Bender, and Robin Mayne to create games for players to enjoy together. Our team is a carefully crafted ensemble of 45 close-knit developers who have enjoyed making games together throughout their careers.;{26166};Phoenix Labs;;{26166};2014-12-31 00:00:00
11657;;;{40553, 113065, 117086, 115817};Tricol Co., Ltd.;;{40553, 113065, 115817, 30643, 26168, 117086};
11658;;;{26169};Goin Yumbo Games;;;
11659;;;{26170};Original Games;;;
11660;;;{26174};VenomizedArt;;{26174};
11661;;;{26175};Knuist & Perzik;;;
11662;840;;{51528};Annapurna Interactive;;{11233, 60900, 113118, 51528, 17001, 1354, 55080, 25935, 9136, 1906, 28818, 113107, 87672, 11737, 116156, 55198};
11664;752;;{26187};Jovian Industries;;;
11665;408;;{92762, 26189};Softnyx;;{92762, 26189};
11666;;;{14050};Nexus;;{54577};
11667;;;;Firebird Software;;{15232, 15361, 12931, 15363, 30215, 54666, 72458, 12812, 38927, 52752, 14098, 38034, 28436, 55187, 28441, 14106, 26267, 28442, 14111, 26272, 14113, 12838, 12967, 23078, 12585, 54569, 13613, 13870, 13615, 36655, 13489, 14129, 41008, 36532, 54578, 13750, 28470, 12984, 54579, 72382, 54591, 13505, 14019, 13640, 41034, 13003, 37068, 41035, 13007, 68562, 26453, 38746, 13021, 44126, 26464, 41056, 14050, 41057, 13412, 13540, 15334, 41060, 57699, 52202, 11885, 13422, 26351, 13424, 26225, 47214, 54640, 54644, 58868, 15352, 54779, 15356};
11668;;;{26190};Opaque Media;;;
11669;;;;Monster Studios;;{26191};
11670;;;{26200};Cubit Studios;;;
11671;;;{109763, 25871};Onyx Lute;;{109763, 25871};
11672;;;{34882, 26204, 28253};Tall Story Studios;;{26204, 28253};
11673;;;{93712, 26205, 118398};ImaginationOverflow;;{26205, 118398};
11674;;;{105421, 19333};Sloclap;;;
11675;;;{26209};Wake App Association;;;
11676;;;{26210};FiveXGames;;;
11677;;;{26211};ZiggySoft;;;
11678;;;{26212};Spacemen Ltd;;;
11679;;;{26264, 26214, 26263};Angelsoft, Inc.;;;
11680;;;{14065};Studio B Ltd.;;;
11681;;;{23914};MAD Virtual Reality Studio;;{23914};
11682;826;;{26223};Zadbox Entertainmen;;{26223};
11683;752;;{26224, 117886};Zordix AB;;{85472, 63468, 26224, 65553, 29593};
11684;;;;Nippon Dexter Co., Ltd.;;{26433, 39457, 37190, 13613, 26225};
11685;;;{30212, 23046, 54569, 41034, 54666, 47214, 54578, 23059, 28437};Odin Computer Graphics Ltd.;;{26434, 23046, 36653, 23059, 28469};
11686;752;;{26195};EPOS Game Studios;;;
11687;;;{26195};Sony XDev;;;
11688;;;{26236};Zom.bio;;{26236};
11689;;;;Avantage Software;;{38033, 26242, 14079};
11690;;;{26242};Micro Imagery;;;
11691;;;{26245};Superior Quality Software;;;
11692;;;{26247};Micro Projects Engineering;;;
11693;;;;CoronaByte;;;
11694;;;;Ballistic;;{12136, 15329, 41122, 6787};
11695;;;;Advance Software Ltd.;;{12136, 36588};
11696;;;{26260};Wizard Developments;;;
11697;;;{15375};Novatrade Software Kft.;;;
11698;;;{13800};Silver Star / Designstar Inc;;;
11699;;;{23425, 97897};COWCAT;;{23425, 97897, 77957};
11700;;;{94568};dktronics;;{26280, 94568};
11701;;;{12004, 70724, 47147, 15343, 12787, 12284};Tynesoft Computer Software;;{12004, 70724, 55208, 8171, 26283, 36588, 47147, 12787, 24695, 12284};
11702;;;{12968};Applied Systems Engineering Inc.;;;
11703;;;;Crystal Computing;;{26305};
11704;;;{14436};Cognetics Corporation;;;
11705;;;{12778, 12779, 81436};Argonaut Software Ltd.;;;
11706;;;{26307};PixBits;;{26307};
11738;;;{13866};Catalyst Coders;;;
11739;392;;{49152, 2051, 6666, 67082, 40977, 46100, 46104, 6684, 6687, 46112, 5666, 46114, 5669, 12839, 65579, 46124, 46126, 12847, 12848, 46134, 12855, 46136, 3129, 12862, 46142, 46143, 12865, 46144, 46145, 46150, 46671, 46672, 45649, 45650, 45653, 45658, 45663, 45666, 45668, 8805, 45672, 45674, 11885, 3217, 26778, 74411, 2753, 122564, 1232, 39127, 18139, 18141, 18144, 18145, 45798, 37159, 37174, 37175, 37176, 27971, 36677, 36678, 5468, 18277, 12146, 4478, 36741, 11142, 39822, 4498, 74157, 12719, 5560, 43971, 27076, 29132, 29134, 6096, 29136, 6107, 6119};SEGA Enterprises Ltd.;;{49152, 6145, 2051, 2053, 46089, 6666, 67082, 40977, 46100, 46104, 6684, 6687, 12831, 46112, 5666, 46114, 5669, 12839, 65579, 2604, 46124, 46126, 12847, 12848, 46132, 46134, 12855, 46136, 3129, 12862, 46142, 46143, 12865, 46144, 46145, 46146, 46150, 46671, 46672, 45649, 45650, 45653, 45654, 11863, 45658, 45662, 45663, 45666, 45668, 8805, 45672, 45674, 11885, 4603, 46205, 6787, 6794, 6799, 3217, 14486, 26778, 6817, 74411, 41653, 6840, 2751, 39616, 2753, 6852, 111300, 122564, 10444, 1232, 11985, 39127, 39640, 72920, 5338, 6875, 18141, 18144, 18145, 45798, 45802, 6899, 12022, 93951, 106270, 37159, 37174, 37175, 37176, 6969, 4418, 27971, 36677, 36678, 36679, 75090, 5468, 2398, 18277, 2411, 12146, 4478, 4481, 109441, 11142, 39822, 37265, 4498, 47526, 74157, 12719, 5560, 12730, 5565, 43971, 27076, 5579, 6091, 29132, 6094, 9166, 6096, 29133, 29134, 29136, 6100, 6107, 6115, 73187, 6119, 11763, 22520, 39929, 6139, 8189};
11740;;;{11667, 49116, 26341};Bird Studio;;;
11741;;;{26345, 26346, 15020, 23100};G-Craft;;;
11742;;;;M.A.D.;;{13512, 38920, 61864, 26347, 36683, 38925, 28562, 13043, 44082, 45244, 52755, 7548, 21692, 55165, 28958, 13311};
11743;;;{26347};Worlds & Pictures Limited;;;
11744;;;{54598, 26471, 14124, 14064, 12479};Bubble Bus Software;;{52196, 26471, 14124, 14064, 12479};
11745;;;;ShareData, Inc.;;{52196, 12479};
11746;;;{26352};Hamumu Software;;{26352};
11747;250;;{26353};Micromania;;{26353};
11748;;;;Bug-Byte Software Ltd.;;{54629, 12966, 12971, 68459, 47153, 13010, 13879, 55099};
11749;616;;{26355};EJR Team;8623;{26355};2016-12-31 00:00:00
11750;;;{26360};On The Wall Entertainment;;{26360};
11751;76;;{26365};Vertice Games;;{26365};
11752;;;{26367};Toocat;;{26367};
11753;;;;8 Floor Ltd.;;{26369};
11754;;;{117892};SPL;;{26369};
11755;724;;{111641, 68450, 26371};DevilishGames;;{111641, 68450, 26371};
11756;;;{22377, 27675};Alice & Smith;;{22377, 27675};
11757;392;;{43649, 65858, 66922, 25068, 123900, 47822, 123997, 115989, 43606, 21558, 117015, 63165};Cattle Call;;;1998-03-20 00:00:00
11758;;;{28352, 26377, 28410, 28411};TATI Mixedia;;{26377};
11759;616;TwoMammoth is an independent game company founded by brothers Piotr Turecki – programmer and Marcin Turecki – artist creating their first game: Archaica: The Path Of Light.;{25625};TwoMammoths;;{25625};
11760;392;ForwardWorks Corporation is the mobile development company for Sony Interactive Entertainment.&#13  Currently working on 5 mobile games including reboots for Arc the Lad and Wild Arms.;{76160, 54753, 119233, 115271, 44075, 26382, 37300};ForwardWorks;10100;{54753, 115271, 26383};2016-04-01 00:00:00
11761;;;{26385};OneEyeAnt;;;
11762;;;{26387};VEHMAA play the game;;;
11763;;;{26389};Kaos;;;
11764;;;{26391};Eon Software, Inc.;;;
11765;410;JOYCITY Corporation operates as a gaming company in South Korea and internationally. The company designs, develops, and services games for multiple platforms, including PC online, mobile, VR, and console. The company was formerly known as JC Entertainment Corp and changed its name to JOYCITY Corporation in June 2013.;{28088, 111291, 109244, 26405};Joycity Corporation;;{110293, 111291, 109244, 26405};1994-12-31 00:00:00
11766;;;{26406};Inrac Corporation;;;
11767;;;{26407};Red Column;;{26407};
11768;;;{13568, 13653, 13469, 28438};The RamJam Corporation;;{28438};
11769;;;;Nexus Productions Ltd.;;{13867, 53149, 26414};
11770;;;{30216, 30217, 30218, 12108, 13644, 13649, 26417, 23060};Mikro-Gen Ltd;;{30216, 30217, 13386, 13515, 12108, 13644, 28555, 30218, 13649, 26417, 23060};
11771;;;{36680, 26419, 23079};Microsphere Computer Services Ltd.;;{36680, 26419, 23079};
11772;;;;Microsphere Computer Serrvices Ltd. - duplicate;;;
11773;;;;Endurance Games Ltd.;;{8407};
11774;;;{14873};Program Techniques Ltd.;;;
11775;;;{26429};RedWolf Design;;{26429};
11776;;;{26432};Automata U.K. Limited;;{26432};
11777;;;;Nu Wave UK;;{26432};
11778;;;{36864, 26436, 28484, 55100, 61864, 13002, 11883, 13580, 14316, 13586, 13043, 37299, 39739, 45244, 12094, 13311};Binary Design, Ltd.;;;
11779;;;{41138, 54667, 13399};Dalali Software Ltd.;;;
11780;;;{26446};Smiling Assassin;;;
11781;;;{36910};Mark Data Products;;{36579, 36909, 36910, 26447, 36688};
11782;;;{13508, 13418, 12941, 36559, 26448, 13396};Delta 4 Software;;{12941};
11783;;;{26452};Kinemation;;;
11784;;;{26454};Futique, Inc.;;;
11785;;;{36582, 26455};Chris Gray Enterprises Inc.;;;
11786;;;;Three-Sixty Pacific, Inc.;;{57697, 12034, 57594};
11787;;;{26460, 14150, 15255};MichTron Corp.;;{26460, 14150, 15255};
11788;372;Indie Games Developer based in Ireland. Creators of The Little Acre!;{25680};Pewter Games Studios;;;
11789;;;{26464, 13011, 28956};MD Software;;;
11790;;;{13450, 26476, 26477, 14134};St. Brides School;;;
11791;;;{26480};H&H Software;;;
11792;;;{26481};SteelRaven7;;;
11793;;;;Sandboxd;;{26487};
11794;;;{75432, 26489};Achpile;;{75432, 26489};
11795;;;{26490};DyingCat;;{26490};
11796;;;{26491};Léo-Games;;{26491};
11797;;;{26493, 43078, 109543};Silver Lemur Games;;{26493, 43078, 109543};
11798;;;{26494};INVI Games;;;
11799;;;;Ipsilon;;{26494};
11800;276;;;Fishtank Interactive;;{26504, 71851, 11407};
11801;;;{26522};Timushev Vladimir;;{26522};
11802;;;{26542};Lizard Wizard Studio;;;
11803;;;{26545};MABManZ;;{26545};
11804;;;{26547};Team 4U;;{26547};
11805;;;{107170, 26548};Billy Goat Entertainment Ltd;;{26548};
11806;840;;{26549, 76966};First Contact Entertainment;;{26549};
11807;;;{26550};BigBox VR;;{26550};
11808;;;{26551};One Wheel Studio;;{26551};
11809;;;{23181};Team OneShot;;;
11810;124;;{120624, 26553};ManaVoid Entertainment;;{26553};
11811;;;{16606};Rúf;;;
11812;;;;Peach Princess;;{70297, 70933, 16606, 72729};
11813;703;;{26559};Poetic Studio;;;
11814;;;{26560};Dimple Entertainment;;{26561, 26562};
11816;826;;{26563};KISS;;;
11817;;;{22850};Elecbyte;;;
11818;;;{26300};Any Arts Production;;{26300};
11819;;;{26574};A.Y.std;;{26574};
11820;;;{26575};PIXYUL;;{26575};
11821;;;{26576};Color Brush Studio;;;
11822;;;;RunServer;;{35778, 33827, 30308, 30309, 33159, 32588, 26576, 33393, 30357, 32950, 29880, 35481, 32090, 32445};
11823;;;{26577};Quantum Phoenix;;{26577};
11824;;;{26578, 74219};Brett Jackson;;;
11825;;;;Head Start Design;;{26578, 74219};
11826;840;;{109049, 26579};Underbite Games;;{109049, 26579};
11827;;;{26580};Steve Gabry;;{26580};
11828;;;{26581};Yadon Studio;;;
11829;;;{26585};JB Gaming;;{26585, 84531};
11830;;;;NVLMaker;;{35234, 120017, 26586, 32630};
11831;;;{26586};高考恋爱委员会;;;
11832;;;;S.A.D Software;;{26587, 26588};
11833;;;;Tivola Interactive Media;;{26587, 26588};
11834;;;{26590};Dungeoneering Studios;;;
11835;;;{26591};Mich Nannings;;{26591};
11836;;;{26592, 96389, 120652, 113041, 99391};Mythical City Games;;{26592, 96389, 120652, 113041, 36182, 99391};
11837;;;;ka;;;
11838;;;{26598};ARTAR;;{26598};
11839;392;;{78497, 26602, 72067};Studio Zero;818;;2016-12-01 00:00:00
11840;;;{26605};Occisoft;;;
11841;;;{26607};Bangladesh;;;
11842;;;{26618};Mana Potion Studio;;{26618};
11843;;;{26619};Play Native Entertainment;;{26619};
11844;;;{26620};Zulubo Productions;;{30267, 26620};
11845;840;;{25870};Pixelmage Games;8623;{25870};2015-10-01 00:00:00
11846;840;&quot Founded in 2013, TURBO is an independent boutique game development studio formed by a dream team of industry veterans who believe in building a business around killer games. When we’re not making games, we’re playing games, and therein lies the difference.&quot;{26626};Turbo Studios;8623;;2013-12-31 00:00:00
11847;;;{101682, 26627};Picsoft Studios;;{26627};
11848;;;{26628};Mostly Tigerproof;;;
11849;;;{26629};Adloudly SLU;;;
11850;;;{9679};Steven Colling;;{33692, 9679};
11851;840;;{26630};Cinematix Studios;;;1993-12-31 00:00:00
11852;;;;1C Wireless;;;
11853;643;Gamos — russian company (was part of ГК АйТи) based in Moscow, developer and publisher of computer games, since 1991.;{25513, 111657};Gamos;;{111657};1991-12-31 00:00:00
11854;752;G5 Entertainment is a developer and publisher of casual games (Hidden Object, Puzzle, Time Management, Match3) for iPhone, iPad, Google Play, Kindle Fire, Windows and Mac. Founded in 2001 by Vlad Suglobov, Sergey Shults, and Alexander Tabunov.    The company operates in Stockholm, San Francisco, Malta, Moscow, Kaliningrad, Kharkiv and Lviv.    Through its head entity G5 Entertainment AB (Publ), G5 Entertainment Group is publicly listed on NASDAQ Stockholm main market under trade symbol G5EN.ST.;{90472};G5 Entertainment;20419;{107264, 35265, 25349, 25513, 17136, 23664, 114353, 116724, 17143};2001-12-31 00:00:00
11855;;;{26634};JAT Games;;;
11856;840;The studio will specialize in developing and publishing high-quality, free-to-play, mobile, social and browser-based games.;;WB Games San Francisco;50;;2013-03-22 00:00:00
11857;;;{11066};Side Scroll Studios;;{11066};
11858;;;{9136};Jason Roberts;;;
11859;;;;BBC Wales Interactive;;{10187};
11860;;;{10966};Kung Fu Robots;;;
11861;;;{112470, 26639};Twelve Tiles;;{112470};
11862;;;;Nicolas Games Intoxicate;;{25479};
11863;;;{17537};Machines in Motion;;{17537};
11864;;;;Gavin Brown;;{26644};
11865;;;{19079};Fire Horse Studio;;;
11866;;;;Alliance Digital Media;;{107225, 23982, 20758, 58591};
11867;;;{26646};AGC;;{26646};
11868;348;Sunward Games is a game development studio founded in 2010. Their first game, The Secret Order: New Horizon was released on Big Fish Games in 2011. Since then, the studio has continued to develop hidden object games and launched two additional series: Endless Fables and The Myth Seekers.;{115584, 75586, 125128, 125131, 125134, 125136, 55697, 119615, 26647, 105085, 55519};Sunward Games;;;2010-12-31 00:00:00
11869;;;{26650};Grapheno Games;;;
11870;840;;{26651};Lionshield Studios;;{26651};
11871;;;{10443, 98844};Ironsun Studios;;{98844};
11872;;;{34053, 120434, 26653, 26654};Neko Works;;{120434, 26654};
11873;;;{10752};2 Dawn Games;;;
11874;;;{26656};NoriaWorks Entertainment;;;
11875;;;{9201};Marcin Draszczuk;;{9201};
11876;504;RYM GAMES is an independent game studio based in Morocco founded by former developers from Ubisoft, We’ve worked on multiple titles such Prince of Persia and Rayman. The Conjuring House is the studio’s first title, a paranormal horror experience which aims to bring back the old-school horror feeling.    Our mission is to build high quality games, and create interactive experiences focused on emotion, and the feeling of living a unique adventure.    RYM GAMES is a start-up based in Casablanca, Morocco.;{26658};RYM GAMES;;{26658};
11877;;;;Troo Gaming;;{16770};
11878;;;;Media Factory;;{26661, 71606};
